,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
623,2018-19-0111,Toronto Raptors,Brooklyn Nets,219.5,10.5,-650,450,227,17
624,2018-19-0111,Houston Rockets,Cleveland Cavaliers,217.5,14.5,-1600,900,254,28
625,2018-19-0111,Minnesota Timberwolves,Dallas Mavericks,221,4.5,-190,160,234,-4
626,2018-19-0111,Utah Jazz,Los Angeles Lakers,217,10,-400,300,208,18
627,2018-19-0111,Portland Trail Blazers,Charlotte Bobcats,223,6.5,-270,220,223,31
628,2018-19-0111,Golden State Warriors,Chicago Bulls,221.5,15.5,-2500,1100,255,37
629,2018-19-0112,Los Angeles Clippers,Detroit Pistons,221,7.5,-330,260,213,-5
630,2018-19-0112,Miami Heat,Memphis Grizzlies,196.5,4.5,-170,145,220,4
631,2018-19-0112,Orlando Magic,Boston Celtics,210,7,275,-350,208,2
632,2018-19-0112,Oklahoma City Thunder,San Antonio Spurs,228,3,-260,210,234,10
633,2018-19-0112,Minnesota Timberwolves,New Orleans Pelicans,234,1.5,105,-125,216,4
634,2018-19-0112,Phoenix Suns,Denver Nuggets,217.5,10,375,-500,195,9
635,2018-19-0112,Utah Jazz,Chicago Bulls,206,11.5,-900,600,212,8
636,2018-19-0112,Sacramento Kings,Charlotte Bobcats,234.5,4,-250,200,201,7
637,2018-19-0113,New York Knicks,Philadelphia 76ers,227.5,6,375,-500,213,-3
638,2018-19-0113,Washington Wizards,Toronto Raptors,227.5,6.5,180,-220,278,-2
639,2018-19-0113,Atlanta Hawks,Milwaukee Bucks,232.5,11,400,-550,247,-19
640,2018-19-0113,Orlando Magic,Houston Rockets,213.5,4.5,180,-220,225,7
641,2018-19-0113,Dallas Mavericks,Golden State Warriors,228.5,5.5,210,-260,233,-5
642,2018-19-0113,Denver Nuggets,Portland Trail Blazers,217,4.5,-190,160,229,3
643,2018-19-0113,Los Angeles Lakers,Cleveland Cavaliers,216.5,9.5,-650,450,196,-6
644,2018-19-0114,Brooklyn Nets,Boston Celtics,221,4.5,120,-140,211,7
645,2018-19-0114,Houston Rockets,Memphis Grizzlies,203,7,-170,145,206,18
646,2018-19-0114,San Antonio Spurs,Charlotte Bobcats,223,8,-360,280,201,-15
647,2018-19-0114,Utah Jazz,Detroit Pistons,208.5,8,-360,280,194,6
648,2018-19-0114,Sacramento Kings,Portland Trail Blazers,227.5,1,-130,110,222,8
649,2018-19-0114,Los Angeles Clippers,New Orleans Pelicans,240,2,100,-120,238,-4
650,2018-19-0115,Philadelphia 76ers,Minnesota Timberwolves,232,4.5,-260,210,256,42
651,2018-19-0115,Indiana Pacers,Phoenix Suns,220,10,-650,450,228,34
652,2018-19-0115,Atlanta Hawks,Oklahoma City Thunder,233,8.5,400,-550,268,16
653,2018-19-0115,Milwaukee Bucks,Miami Heat,220,9,-450,350,210,38
654,2018-19-0115,Denver Nuggets,Golden State Warriors,228,1.5,115,-135,253,-31
655,2018-19-0115,Los Angeles Lakers,Chicago Bulls,214,6,-300,240,207,7
656,2018-19-0116,Detroit Pistons,Orlando Magic,204,3,-170,145,235,5
657,2018-19-0116,Memphis Grizzlies,Milwaukee Bucks,209.5,7,225,-275,212,-10
658,2018-19-0116,Boston Celtics,Toronto Raptors,222,2,-145,125,225,9
659,2018-19-0116,Houston Rockets,Brooklyn Nets,220.5,5,-250,200,287,-3
660,2018-19-0116,Dallas Mavericks,San Antonio Spurs,218.5,1,-120,100,206,-4
661,2018-19-0116,Portland Trail Blazers,Cleveland Cavaliers,217.5,12.5,-1800,950,241,17
662,2018-19-0116,Golden State Warriors,New Orleans Pelicans,240.5,7,-330,260,287,7
663,2018-19-0116,Los Angeles Clippers,Utah Jazz,221.5,1,-120,100,238,-20
664,2018-19-0117,Washington Wizards,New York Knicks,225,7,-330,260,201,1
665,2018-19-0117,Indiana Pacers,Philadelphia 76ers,224.5,2.5,-150,130,216,-24
666,2018-19-0117,Charlotte Bobcats,Sacramento Kings,230,1.5,-145,125,209,19
667,2018-19-0117,Toronto Raptors,Phoenix Suns,225,10.5,-450,350,220,2
668,2018-19-0117,Denver Nuggets,Chicago Bulls,212,12,-1600,900,240,30
669,2018-19-0117,Oklahoma City Thunder,Los Angeles Lakers,226,10,-600,425,266,-10
670,2018-19-0118,Orlando Magic,Brooklyn Nets,216,1,-145,125,232,-2
671,2018-19-0118,Boston Celtics,Memphis Grizzlies,204.5,10.5,-650,450,238,6
672,2018-19-0118,Detroit Pistons,Miami Heat,207.5,2,-145,125,191,5
673,2018-19-0118,Minnesota Timberwolves,San Antonio Spurs,224.5,1,-130,110,229,-3
674,2018-19-0118,Utah Jazz,Cleveland Cavaliers,214.5,15,-3000,1200,214,16
675,2018-19-0118,Portland Trail Blazers,New Orleans Pelicans,232.5,2,-150,130,240,16
676,2018-19-0118,Los Angeles Clippers,Golden State Warriors,241,5.5,240,-300,206,-18
677,2018-19-0119,Philadelphia 76ers,Oklahoma City Thunder,236,2,-170,145,232,-2
678,2018-19-0119,Charlotte Bobcats,Phoenix Suns,223,6,-310,250,250,20
679,2018-19-0119,Detroit Pistons,Sacramento Kings,221,1,105,-125,204,-2
680,2018-19-0119,Indiana Pacers,Dallas Mavericks,214.5,6.5,-350,275,210,12
681,2018-19-0119,Orlando Magic,Milwaukee Bucks,220,9.5,500,-700,226,-10
682,2018-19-0119,Atlanta Hawks,Boston Celtics,227,8.5,260,-330,218,-8
683,2018-19-0119,Toronto Raptors,Memphis Grizzlies,209,12.5,-700,500,209,29
684,2018-19-0119,Chicago Bulls,Miami Heat,206.5,2.5,150,-180,220,-14
685,2018-19-0119,Houston Rockets,Los Angeles Lakers,225.5,8,-330,260,272,4
686,2018-19-0119,Denver Nuggets,Cleveland Cavaliers,218,16.5,-5000,1500,226,22
687,2018-19-0120,Indiana Pacers,Charlotte Bobcats,219,7,-360,280,215,25
688,2018-19-0120,Minnesota Timberwolves,Phoenix Suns,227.5,10,-1200,750,230,2
689,2018-19-0120,San Antonio Spurs,Los Angeles Clippers,226,8,-550,400,198,-8
690,2018-19-0121,New York Knicks,Oklahoma City Thunder,228.5,9.5,375,-500,236,-18
691,2018-19-0121,Cleveland Cavaliers,Chicago Bulls,212.5,2,130,-150,192,-16
692,2018-19-0121,Washington Wizards,Detroit Pistons,216.5,4,-240,190,188,14
693,2018-19-0121,Milwaukee Bucks,Dallas Mavericks,230,11,-900,600,222,10
694,2018-19-0121,Atlanta Hawks,Orlando Magic,220,0,-115,-105,225,-19
695,2018-19-0121,Brooklyn Nets,Sacramento Kings,230,2.5,-160,140,217,29
696,2018-19-0121,Memphis Grizzlies,New Orleans Pelicans,217.5,3.5,-145,125,190,-20
697,2018-19-0121,Boston Celtics,Miami Heat,215,8,-450,350,206,8
698,2018-19-0121,Philadelphia 76ers,Houston Rockets,234,4,-200,170,214,28
699,2018-19-0121,Utah Jazz,Portland Trail Blazers,217,5,-210,175,213,-5
700,2018-19-0121,Los Angeles Lakers,Golden State Warriors,235,10.5,850,-1500,241,-19
701,2018-19-0122,Toronto Raptors,Sacramento Kings,228.5,11,-700,500,225,15
702,2018-19-0122,Oklahoma City Thunder,Portland Trail Blazers,229,5.5,-170,145,237,9
703,2018-19-0122,Dallas Mavericks,Los Angeles Clippers,223.5,2,-150,130,204,8
704,2018-19-0122,Phoenix Suns,Minnesota Timberwolves,228.5,6,160,-190,209,-27
705,2018-19-0123,Indiana Pacers,Toronto Raptors,219.5,4.5,-280,230,216,4
706,2018-19-0123,Boston Celtics,Cleveland Cavaliers,216,17.5,-2500,1100,226,20
707,2018-19-0123,Brooklyn Nets,Orlando Magic,217,6.5,-220,180,224,4
708,2018-19-0123,New York Knicks,Houston Rockets,226,7.5,300,-400,224,-4
709,2018-19-0123,Miami Heat,Los Angeles Clippers,217,5.5,-250,200,210,-12
710,2018-19-0123,Philadelphia 76ers,San Antonio Spurs,226,2,-160,140,242,2
711,2018-19-0123,New Orleans Pelicans,Detroit Pistons,221,4,-200,170,192,-4
712,2018-19-0123,Chicago Bulls,Atlanta Hawks,221.5,2,-125,105,222,-20
713,2018-19-0123,Memphis Grizzlies,Charlotte Bobcats,210,1,-135,115,225,-11
714,2018-19-0123,Utah Jazz,Denver Nuggets,217.5,3,-180,150,222,6
715,2018-19-0124,Washington Wizards,Golden State Warriors,234.5,9,375,-500,244,-8
716,2018-19-0124,Oklahoma City Thunder,New Orleans Pelicans,237,11,-1500,850,238,6
717,2018-19-0124,Phoenix Suns,Portland Trail Blazers,226.5,7.5,300,-400,226,-14
718,2018-19-0124,Los Angeles Lakers,Minnesota Timberwolves,229,1.5,-135,115,225,-15
719,2018-19-0125,Orlando Magic,Washington Wizards,217.5,4,-160,140,186,-4
720,2018-19-0125,Cleveland Cavaliers,Miami Heat,210,8.5,317,-400,194,-6
721,2018-19-0125,Brooklyn Nets,New York Knicks,224,9.5,-420,330,208,10
722,2018-19-0125,Houston Rockets,Toronto Raptors,228,1,144,-165,240,2
723,2018-19-0125,Memphis Grizzlies,Sacramento Kings,213.5,0,-135,115,195,-3
724,2018-19-0125,Chicago Bulls,Los Angeles Clippers,220.5,5,176,-210,207,-5
725,2018-19-0125,Dallas Mavericks,Detroit Pistons,209,5,-210,176,207,5
726,2018-19-0125,Milwaukee Bucks,Charlotte Bobcats,228.5,11,-900,614,207,9
727,2018-19-0125,Denver Nuggets,Phoenix Suns,221.5,15,-2200,1098,227,37
728,2018-19-0125,Utah Jazz,Minnesota Timberwolves,222,8.5,-620,459,208,4
729,2018-19-0126,New Orleans Pelicans,San Antonio Spurs,226.5,1.5,170,-200,240,-12
730,2018-19-0126,Memphis Grizzlies,Indiana Pacers,204.5,2.5,175,-210,209,3
731,2018-19-0126,Boston Celtics,Golden State Warriors,230,1.5,145,-170,226,-4
732,2018-19-0126,Denver Nuggets,Philadelphia 76ers,224.5,6,-650,450,236,16
733,2018-19-0126,Portland Trail Blazers,Atlanta Hawks,228.5,10.5,-425,325,231,9
734,2018-19-0127,Chicago Bulls,Cleveland Cavaliers,211,5.5,-220,180,205,-3
735,2018-19-0127,Los Angeles Clippers,Sacramento Kings,228.5,4.5,-160,140,230,14
736,2018-19-0127,Oklahoma City Thunder,Milwaukee Bucks,233,0,-110,-110,230,6
737,2018-19-0127,Dallas Mavericks,Toronto Raptors,220,4.5,150,-180,243,-3
738,2018-19-0127,Houston Rockets,Orlando Magic,221,8.5,-450,350,201,5
739,2018-19-0127,San Antonio Spurs,Washington Wizards,220.5,3,-190,160,251,13
740,2018-19-0127,Minnesota Timberwolves,Utah Jazz,217,3.5,190,-240,236,-14
741,2018-19-0127,New York Knicks,Miami Heat,212,5.5,175,-210,203,-9
742,2018-19-0127,Los Angeles Lakers,Phoenix Suns,226.5,5,-330,260,218,14
743,2018-19-0128,Indiana Pacers,Golden State Warriors,227,8,275,-350,232,-32
744,2018-19-0128,Charlotte Bobcats,New York Knicks,217.5,10.5,-1000,650,193,9
745,2018-19-0128,Boston Celtics,Brooklyn Nets,219.5,10,-450,350,216,8
746,2018-19-0128,Memphis Grizzlies,Denver Nuggets,208,5,190,-240,187,-3
747,2018-19-0128,Los Angeles Clippers,Atlanta Hawks,231,6.5,-260,210,241,-5
748,2018-19-0129,Cleveland Cavaliers,Washington Wizards,219,6.5,275,-350,229,3
749,2018-19-0129,Detroit Pistons,Milwaukee Bucks,217.5,7,240,-300,220,-10
750,2018-19-0129,Orlando Magic,Oklahoma City Thunder,221.5,6,135,-155,243,-9
751,2018-19-0129,Brooklyn Nets,Chicago Bulls,217,8,-300,240,239,5
752,2018-19-0129,Houston Rockets,New Orleans Pelicans,234.5,9,-1600,900,237,-5
753,2018-19-0129,San Antonio Spurs,Phoenix Suns,223.5,13.5,-1600,900,250,2
754,2018-19-0129,Los Angeles Lakers,Philadelphia 76ers,232,6,270,-340,226,-16
755,2018-19-0130,Miami Heat,Chicago Bulls,206.5,10.5,-750,525,194,-16
756,2018-19-0130,New York Knicks,Dallas Mavericks,217,6,240,-300,204,-24
757,2018-19-0130,Boston Celtics,Charlotte Bobcats,218,6.5,-330,260,220,32
758,2018-19-0130,Minnesota Timberwolves,Memphis Grizzlies,211,5,-155,135,196,2
759,2018-19-0130,New Orleans Pelicans,Denver Nuggets,226,8.5,375,-500,204,-6
760,2018-19-0130,Washington Wizards,Indiana Pacers,217.5,1,-105,-115,196,18
761,2018-19-0130,Sacramento Kings,Atlanta Hawks,233,6.5,-220,180,248,22
762,2018-19-0130,Portland Trail Blazers,Utah Jazz,219,1,125,-145,237,27
763,2018-19-0131,Orlando Magic,Indiana Pacers,211,1,-170,145,207,7
764,2018-19-0131,Detroit Pistons,Dallas Mavericks,208,1.5,-340,270,182,4
765,2018-19-0131,Toronto Raptors,Milwaukee Bucks,230.5,2.5,-140,120,197,-13
766,2018-19-0131,San Antonio Spurs,Brooklyn Nets,227.5,7.5,-380,290,231,3
767,2018-19-0131,Golden State Warriors,Philadelphia 76ers,240.5,8.5,-400,300,217,-9
768,2018-19-0131,Los Angeles Clippers,Los Angeles Lakers,229.5,6,110,-130,243,-3
769,2018-19-0201,Charlotte Bobcats,Memphis Grizzlies,206.5,4,-380,290,192,8
770,2018-19-0201,New York Knicks,Boston Celtics,216,13,900,-1600,212,-14
771,2018-19-0201,Miami Heat,Oklahoma City Thunder,219.5,4,145,-170,220,-16
772,2018-19-0201,Utah Jazz,Atlanta Hawks,227,12,-1000,650,240,16
773,2018-19-0201,Denver Nuggets,Houston Rockets,227,4,-170,145,258,14
774,2018-19-0202,Detroit Pistons,Los Angeles Clippers,215,1,-140,120,212,-10
775,2018-19-0202,Orlando Magic,Brooklyn Nets,217.5,1,-155,135,191,13
776,2018-19-0202,Charlotte Bobcats,Chicago Bulls,217.5,6.5,-310,250,243,7
777,2018-19-0202,Washington Wizards,Milwaukee Bucks,230,6.5,215,-265,246,-16
778,2018-19-0202,Miami Heat,Indiana Pacers,204.5,2.5,-125,105,183,-7
779,2018-19-0202,Cleveland Cavaliers,Dallas Mavericks,210,9,190,-240,209,-13
780,2018-19-0202,San Antonio Spurs,New Orleans Pelicans,233,10,-700,500,221,5
781,2018-19-0202,Golden State Warriors,Los Angeles Lakers,236,9.5,-2500,1100,216,14
782,2018-19-0202,Minnesota Timberwolves,Denver Nuggets,221,1,-125,105,213,-1
783,2018-19-0202,Utah Jazz,Houston Rockets,224,6.5,-300,240,223,-27
784,2018-19-0202,Phoenix Suns,Atlanta Hawks,235,2,-135,115,230,-6
785,2018-19-0202,Sacramento Kings,Philadelphia 76ers,234,3.5,140,-160,223,7
786,2018-19-0203,New York Knicks,Memphis Grizzlies,200,1.5,120,-140,180,-12
787,2018-19-0203,Boston Celtics,Oklahoma City Thunder,227,3.5,-180,150,263,5
788,2018-19-0203,Toronto Raptors,Los Angeles Clippers,229.5,11,-550,400,224,18
789,2018-19-0204,Detroit Pistons,Denver Nuggets,209,4.5,105,-125,232,26
790,2018-19-0204,Washington Wizards,Atlanta Hawks,233,5.5,-310,250,266,-8
791,2018-19-0204,Brooklyn Nets,Milwaukee Bucks,227.5,7,260,-330,207,-19
792,2018-19-0204,New Orleans Pelicans,Indiana Pacers,218,1,142,-165,216,-2
793,2018-19-0204,Phoenix Suns,Houston Rockets,229.5,8.5,300,-400,228,-8
794,2018-19-0204,Sacramento Kings,San Antonio Spurs,227.5,2,115,-135,239,15
795,2018-19-0205,Indiana Pacers,Los Angeles Lakers,217,3.5,125,-145,230,42
796,2018-19-0205,Cleveland Cavaliers,Boston Celtics,214.5,13,550,-800,199,-7
797,2018-19-0205,Charlotte Bobcats,Los Angeles Clippers,226,3,-160,140,232,-2
798,2018-19-0205,New York Knicks,Detroit Pistons,205,3.5,145,-170,197,-13
799,2018-19-0205,Oklahoma City Thunder,Orlando Magic,224.5,10.5,-500,375,254,10
800,2018-19-0205,Philadelphia 76ers,Toronto Raptors,229,4,-125,105,226,-12
801,2018-19-0205,Memphis Grizzlies,Minnesota Timberwolves,203.5,1.5,150,-180,214,2
802,2018-19-0205,Portland Trail Blazers,Miami Heat,213,7.5,-330,260,226,-10
803,2018-19-0206,Brooklyn Nets,Denver Nuggets,221.5,2,142,-165,265,5
804,2018-19-0206,Chicago Bulls,New Orleans Pelicans,223.5,0,105,-125,245,-5
805,2018-19-0206,Milwaukee Bucks,Washington Wizards,230,12,-900,600,277,19
806,2018-19-0206,Dallas Mavericks,Charlotte Bobcats,216.5,4.5,-240,190,192,6
807,2018-19-0206,Utah Jazz,Phoenix Suns,221,15,-2500,1100,204,28
808,2018-19-0206,Sacramento Kings,Houston Rockets,233.5,2,160,-190,228,-26
809,2018-19-0206,Golden State Warriors,San Antonio Spurs,233.5,11,-2500,1100,243,39
810,2018-19-0207,Orlando Magic,Minnesota Timberwolves,218,1,-170,145,234,10
811,2018-19-0207,Indiana Pacers,Los Angeles Clippers,217,4,-265,215,208,24
812,2018-19-0207,Atlanta Hawks,Toronto Raptors,231.5,10,220,-270,220,-18
813,2018-19-0207,Oklahoma City Thunder,Memphis Grizzlies,214.5,13.5,-1500,850,212,22
814,2018-19-0207,Boston Celtics,Los Angeles Lakers,224.5,7.5,-450,350,257,-1
815,2018-19-0207,Portland Trail Blazers,San Antonio Spurs,227.5,4,-250,200,245,9
816,2018-19-0208,Philadelphia 76ers,Denver Nuggets,229,4.5,-300,240,227,7
817,2018-19-0208,Washington Wizards,Cleveland Cavaliers,220,10.5,-550,400,225,13
818,2018-19-0208,Detroit Pistons,New York Knicks,206,8.5,-380,290,223,17
819,2018-19-0208,Brooklyn Nets,Chicago Bulls,223.5,7.5,-400,300,231,-19
820,2018-19-0208,Dallas Mavericks,Milwaukee Bucks,222,7,200,-250,229,-15
821,2018-19-0208,Phoenix Suns,Golden State Warriors,231,16,1100,-2500,224,-10
822,2018-19-0208,New Orleans Pelicans,Minnesota Timberwolves,233.5,6,-240,190,239,5
823,2018-19-0208,Sacramento Kings,Miami Heat,218.5,3,-160,140,198,6
824,2018-19-0209,Utah Jazz,San Antonio Spurs,221.5,5,-350,275,230,20
825,2018-19-0209,Indiana Pacers,Cleveland Cavaliers,211,13.5,-1800,950,195,15
826,2018-19-0209,New York Knicks,Toronto Raptors,216.5,12.5,1000,-2000,203,-5
827,2018-19-0209,Atlanta Hawks,Charlotte Bobcats,230,2.5,115,-135,249,-9
828,2018-19-0209,Memphis Grizzlies,New Orleans Pelicans,212,2.5,-105,-115,189,9
829,2018-19-0209,Chicago Bulls,Washington Wizards,222,3,115,-135,259,-9
830,2018-19-0209,Boston Celtics,Los Angeles Clippers,225.5,12,-1100,700,235,-11
831,2018-19-0209,Houston Rockets,Oklahoma City Thunder,235.5,1.5,-145,125,229,-5
832,2018-19-0209,Milwaukee Bucks,Orlando Magic,223,11.5,-270,220,186,-20
833,2018-19-0210,Dallas Mavericks,Portland Trail Blazers,219.5,4.5,135,-155,203,1
834,2018-19-0210,Philadelphia 76ers,Los Angeles Lakers,234,6,-330,260,263,23
835,2018-19-0210,Sacramento Kings,Phoenix Suns,228.5,9.5,-450,350,221,13
836,2018-19-0210,Atlanta Hawks,Orlando Magic,224,1.5,100,-120,232,-16
837,2018-19-0210,Golden State Warriors,Miami Heat,222,14.5,-1600,900,238,2
838,2018-19-0211,Detroit Pistons,Washington Wizards,220,3,-250,200,233,9
839,2018-19-0211,Cleveland Cavaliers,New York Knicks,209.5,0,-120,100,211,3
840,2018-19-0211,Indiana Pacers,Charlotte Bobcats,217.5,4,-240,190,189,9
841,2018-19-0211,Toronto Raptors,Brooklyn Nets,226.5,11,-650,450,252,2
842,2018-19-0211,Oklahoma City Thunder,Portland Trail Blazers,231,7,-200,170,231,9
843,2018-19-0211,Houston Rockets,Dallas Mavericks,221,10,-800,550,224,16
844,2018-19-0211,Chicago Bulls,Milwaukee Bucks,229.5,11,550,-800,211,-13
845,2018-19-0211,Minnesota Timberwolves,Los Angeles Clippers,228.5,3.5,-170,145,250,10
846,2018-19-0211,Denver Nuggets,Miami Heat,212,8.5,-600,425,190,16
847,2018-19-0212,Atlanta Hawks,Los Angeles Lakers,236,5.5,200,-250,230,4
848,2018-19-0212,New Orleans Pelicans,Orlando Magic,225,4.5,-190,160,206,-30
849,2018-19-0212,Philadelphia 76ers,Boston Celtics,226,5,-300,240,221,-3
850,2018-19-0212,Memphis Grizzlies,San Antonio Spurs,208,4.5,255,-320,215,-1
851,2018-19-0212,Golden State Warriors,Utah Jazz,228,9.5,-450,350,223,7
852,2018-19-0213,Cleveland Cavaliers,Brooklyn Nets,219.5,6.5,275,-350,287,-9
853,2018-19-0213,Indiana Pacers,Milwaukee Bucks,219,5.5,160,-190,203,-9
854,2018-19-0213,Boston Celtics,Detroit Pistons,211,5,-170,145,228,8
855,2018-19-0213,Toronto Raptors,Washington Wizards,232.5,11,-550,400,249,9
856,2018-19-0213,New York Knicks,Philadelphia 76ers,222.5,10,450,-650,237,-15
857,2018-19-0213,Chicago Bulls,Memphis Grizzlies,203.5,1,-120,100,232,12
858,2018-19-0213,Dallas Mavericks,Miami Heat,207,2,-155,135,213,-11
859,2018-19-0213,Denver Nuggets,Sacramento Kings,229.5,7,-350,275,238,2
860,2018-19-0213,Minnesota Timberwolves,Houston Rockets,232,3,150,-180,232,10
861,2018-19-0213,Portland Trail Blazers,Golden State Warriors,233,2.5,110,-130,236,22
862,2018-19-0213,Los Angeles Clippers,Phoenix Suns,228,8.5,-400,300,241,27
863,2018-19-0214,Orlando Magic,Charlotte Bobcats,215,3,-180,155,216,38
864,2018-19-0214,Atlanta Hawks,New York Knicks,224,6,-330,267,197,-15
865,2018-19-0214,New Orleans Pelicans,Oklahoma City Thunder,237,4,170,-200,253,9
866,2018-19-0221,Philadelphia 76ers,Miami Heat,218,7.5,-240,190,208,4
867,2018-19-0221,Cleveland Cavaliers,Phoenix Suns,219,1,-120,100,209,13
868,2018-19-0221,Brooklyn Nets,Portland Trail Blazers,230.5,2,140,-160,212,-14
869,2018-19-0221,Milwaukee Bucks,Boston Celtics,228,5,-260,210,195,1
870,2018-19-0221,Los Angeles Lakers,Houston Rockets,233,2,130,-150,217,5
871,2018-19-0221,Golden State Warriors,Sacramento Kings,239,11.5,-1100,700,248,2
872,2018-19-0222,Charlotte Bobcats,Washington Wizards,230,4,-220,180,233,13
873,2018-19-0222,Indiana Pacers,New Orleans Pelicans,220,4.5,-220,180,237,15
874,2018-19-0222,Orlando Magic,Chicago Bulls,217,8,-380,290,219,-1
875,2018-19-0222,Toronto Raptors,San Antonio Spurs,227,8.5,-400,300,237,3
876,2018-19-0222,New York Knicks,Minnesota Timberwolves,219.5,7,145,-170,219,-11
877,2018-19-0222,Atlanta Hawks,Detroit Pistons,223,4,160,-190,247,-3
878,2018-19-0222,Memphis Grizzlies,Los Angeles Clippers,214,2,135,-155,218,-6
879,2018-19-0222,Dallas Mavericks,Denver Nuggets,217,3,260,-330,218,-10
880,2018-19-0222,Oklahoma City Thunder,Utah Jazz,226,3.5,-200,170,295,1
881,2018-19-0223,Philadelphia 76ers,Portland Trail Blazers,229.5,3,-130,110,245,-15
882,2018-19-0223,Cleveland Cavaliers,Memphis Grizzlies,202.5,2,-130,110,219,5
883,2018-19-0223,Washington Wizards,Indiana Pacers,221.5,0,-110,-110,231,-7
884,2018-19-0223,Charlotte Bobcats,Brooklyn Nets,226.5,1.5,-155,135,232,-2
885,2018-19-0223,New Orleans Pelicans,Los Angeles Lakers,233,4,220,-270,243,13
886,2018-19-0223,Atlanta Hawks,Phoenix Suns,233,3.5,-150,130,232,8
887,2018-19-0223,Miami Heat,Detroit Pistons,205.5,4,-160,140,215,-23
888,2018-19-0223,Chicago Bulls,Boston Celtics,221,11.5,450,-650,242,10
889,2018-19-0223,Oklahoma City Thunder,Sacramento Kings,238.5,7.5,-250,200,235,-3
890,2018-19-0223,Golden State Warriors,Houston Rockets,234.5,8.5,-850,575,230,-6
891,2018-19-0223,Milwaukee Bucks,Minnesota Timberwolves,230,14,-1200,750,268,12
892,2018-19-0223,Utah Jazz,Dallas Mavericks,213.5,12.5,-850,575,234,16
893,2018-19-0224,Toronto Raptors,Orlando Magic,219,10,-310,250,211,-15
894,2018-19-0224,Denver Nuggets,Los Angeles Clippers,232,7.5,-500,375,219,27
895,2018-19-0224,New York Knicks,San Antonio Spurs,221.5,8,375,-500,248,12
896,2018-19-0225,Cleveland Cavaliers,Portland Trail Blazers,221.5,9.5,375,-500,233,-13
897,2018-19-0225,Detroit Pistons,Indiana Pacers,212.5,2,-135,115,222,4
898,2018-19-0225,Charlotte Bobcats,Golden State Warriors,233.5,7.5,325,-425,231,-11
899,2018-19-0225,Miami Heat,Phoenix Suns,214,9.5,-380,290,245,-3
900,2018-19-0225,Brooklyn Nets,San Antonio Spurs,231,1,-120,100,186,16
901,2018-19-0225,Chicago Bulls,Milwaukee Bucks,228.5,11.5,290,-380,223,-11
902,2018-19-0225,Houston Rockets,Atlanta Hawks,232,10,-1100,700,230,8
903,2018-19-0225,New Orleans Pelicans,Philadelphia 76ers,238,0,120,-140,221,-1
904,2018-19-0225,Minnesota Timberwolves,Sacramento Kings,236,2,-170,145,217,7
905,2018-19-0225,Memphis Grizzlies,Los Angeles Lakers,220,5,180,-220,215,5
906,2018-19-0225,Los Angeles Clippers,Dallas Mavericks,224,4,-170,145,233,9
907,2018-19-0226,New York Knicks,Orlando Magic,214,6.5,260,-330,211,5
908,2018-19-0226,Toronto Raptors,Boston Celtics,226,4,-165,142,213,23
909,2018-19-0226,Denver Nuggets,Oklahoma City Thunder,237,3,-165,142,233,9
910,2018-19-0227,Charlotte Bobcats,Houston Rockets,228,4,180,-220,231,-5
911,2018-19-0227,Atlanta Hawks,Minnesota Timberwolves,236,4.5,175,-210,254,8
912,2018-19-0227,Boston Celtics,Portland Trail Blazers,227,3.5,-140,120,189,-5
913,2018-19-0227,Brooklyn Nets,Washington Wizards,236.5,4.5,-220,180,241,-9
914,2018-19-0227,Miami Heat,Golden State Warriors,224.5,9,325,-425,251,1
915,2018-19-0227,Memphis Grizzlies,Chicago Bulls,214.5,2,-155,135,216,-2
916,2018-19-0227,San Antonio Spurs,Detroit Pistons,220.5,4,-185,155,198,12
917,2018-19-0227,Dallas Mavericks,Indiana Pacers,216.5,0,-105,-115,211,9
918,2018-19-0227,Utah Jazz,Los Angeles Clippers,228,9,-500,375,216,6
919,2018-19-0227,Sacramento Kings,Milwaukee Bucks,232,5,230,-280,281,-1
920,2018-19-0227,Los Angeles Lakers,New Orleans Pelicans,238.5,4,-280,230,244,6
921,2018-19-0228,Indiana Pacers,Minnesota Timberwolves,221.5,2.5,-160,140,237,7
922,2018-19-0228,Orlando Magic,Golden State Warriors,226,6.5,170,-200,199,7
923,2018-19-0228,New York Knicks,Cleveland Cavaliers,217.5,2.5,-125,105,243,-7
924,2018-19-0228,Houston Rockets,Miami Heat,218.5,8.5,-500,375,239,3
925,2018-19-0228,Denver Nuggets,Utah Jazz,223.5,5,-320,255,215,-7
926,2018-19-0228,Oklahoma City Thunder,Philadelphia 76ers,238.5,5.5,-185,155,212,-4
927,2018-19-0301,Toronto Raptors,Portland Trail Blazers,228,5.5,-220,180,236,2
928,2018-19-0301,Atlanta Hawks,Chicago Bulls,231,3.5,-105,-115,329,-7
929,2018-19-0301,Brooklyn Nets,Charlotte Bobcats,228.5,3,-145,125,235,-11
930,2018-19-0301,Boston Celtics,Washington Wizards,231.5,9.5,-600,425,203,11
931,2018-19-0301,Phoenix Suns,New Orleans Pelicans,237,5,170,-200,246,-14
932,2018-19-0301,Sacramento Kings,Los Angeles Clippers,240,2.5,-155,135,225,-7
933,2018-19-0301,Los Angeles Lakers,Milwaukee Bucks,236.5,4.5,185,-230,251,-11
934,2018-19-0302,Cleveland Cavaliers,Detroit Pistons,216.5,6.5,325,-425,222,-36
